bauwerksnr,zustandsnote,zustandsklasse,geo_e,geo_n
1724537-0,2.5,ausreichend,546729.068,6016438.595
1724538-0,2.7,ausreichend,547329.345,6016694.567
1724541-0,1.6,gut,543878.561,6015051.65
1725500-1,2.3,befriedigend,556394.107,6007387.356
1725500-2,2.1,befriedigend,556394.107,6007387.356
1725501-0,2.5,ausreichend,556226.569,6007612.156
1725502-1,2.2,befriedigend,556109.292,6007769.516
1725502-2,2.5,ausreichend,556109.292,6007769.516
1725503-0,2.7,ausreichend,555083.948,6008886.337
1725504-0,1.7,gut,564117.082,6006932.046
1726500-0,2.2,befriedigend,565743.617,6008678.184
1726501-0,2.4,befriedigend,565963.576,6009006.371
1726502-1,2.0,befriedigend,566376.509,6009898.642
1726502-2,2.0,befriedigend,566376.509,6009898.642
1726503-1,2.1,befriedigend,566564.301,6010818.962
1726503-2,2.2,befriedigend,566564.301,6010818.962
1726504-0,2.8,ausreichend,566932.176,6011874.476
1726505-0,2.3,befriedigend,567593.691,6012900.545
1726506-0,2.4,befriedigend,568150.341,6015371.089
1726507-1,2.0,befriedigend,568136.978,6015595.333
1726507-2,1.8,gut,568136.978,6015595.333
1726508-1,2.0,befriedigend,568130.405,6015932.67
1726508-2,2.5,ausreichend,568130.405,6015932.67
1726509-1,1.9,gut,568194.535,6016508.171
1726509-2,1.9,gut,568194.535,6016508.171
1726510-0,2.4,befriedigend,567916.258,6013584.326
1726511-0,1.2,sehr gut,566107.748,6009264.078
1726512-0,2.0,befriedigend,567206.405,6012303.303
1726513-0,2.0,befriedigend,575529.432,6017257.581
1726516-0,2.0,befriedigend,573381.059,6016557.387
1726517-0,2.2,befriedigend,573408.796,6016640.059
1726518-0,2.9,ausreichend,573605.667,6016392.812
1726519-0,3.0,nicht ausreichend,573739.431,6016114.07
1726521-0,1.3,sehr gut,574867.105,6013882.963
1726522-0,2.2,befriedigend,574842.186,6013063.781
1726533-0,2.3,befriedigend,574729.105,6008996.979
1726534-0,1.0,sehr gut,568374.907,6017217.942
1726537-1,2.3,befriedigend,574344.23,6014946.163
1726537-2,2.3,befriedigend,574344.23,6014946.163
1726538-0,1.7,gut,573957.971,6015385.921
1727500-0,2.0,befriedigend,582402.935,6015500.293
1727501-0,2.3,befriedigend,582402.935,6015500.293
1727502-0,2.5,ausreichend,576248.05,6017161.976
1727503-1,1.7,gut,577089.989,6017095.842
1727503-2,2.5,ausreichend,577089.989,6017095.842
1727505-0,2.4,befriedigend,577151.115,6017094.021
1727506-0,2.3,befriedigend,577372.167,6017124.38
1727507-0,2.3,befriedigend,577790.294,6017193.345
1727508-1,2.4,befriedigend,578646.64,6016624.392
1727508-2,2.3,befriedigend,578646.64,6016624.392
1727509-0,2.3,befriedigend,579887.836,6016323.74
1727510-0,2.4,befriedigend,580372.697,6016060.537
1727511-0,1.7,gut,580715.785,6015796.254
1727512-0,1.9,gut,580960.857,6015572.63
1727513-0,2.2,befriedigend,581200.348,6015313.856
1727514-0,3.4,nicht ausreichend,581329.327,6015162.353
1727524-0,1.9,gut,576565.267,6017143.995
1727536-0,2.4,befriedigend,581317.894,6015381.516
1727539-0,2.4,befriedigend,584798.955,6015131.281
1727540-0,2.5,ausreichend,583189.731,6011991.895
1727541-0,2.2,befriedigend,583729.731,6011877.07
1727542-0,1.9,gut,584046.685,6011981.588
1727543-0,1.1,sehr gut,584144.452,6012017.655
1727545-0,2.0,befriedigend,584367.176,6011885.929
1727546-0,1.8,gut,584927.661,6011545.588
1727547-0,1.7,gut,585611.809,6010856.757
1728500-0,1.0,sehr gut,596051.462,6015982.033
1728501-0,2.4,befriedigend,597690.074,6009157.691
1728507-0,1.4,sehr gut,586970.337,6009908.135
1728508-0,2.0,befriedigend,587963.992,6008448.131
1728509-0,1.7,gut,587966.142,6008122.969
1728510-0,2.1,befriedigend,587548.52,6007486.084
1728511-0,1.7,gut,587601.987,6007118.386
1728512-0,2.3,befriedigend,597662.54,6009102.306
1729500-0,2.5,ausreichend,603080.744,6016732.082
1729501-0,2.0,befriedigend,603852.962,6016997.889
1729502-0,2.0,befriedigend,604345.315,6017031.517
1729503-0,1.0,sehr gut,607149.566,6016668.68
1729504-0,1.0,sehr gut,607382.049,6016536.334
1729505-0,2.8,ausreichend,598659.294,6010559.151
1729506-0,2.2,befriedigend,598780.266,6010789.588
1729507-0,2.5,ausreichend,602892.744,6016291.275
1729516-0,2.1,befriedigend,598689.934,6017150.881
1729521-0,1.9,gut,598659.294,6010559.151
1730501-0,2.3,befriedigend,617050.957,6017215.017
1730502-0,2.3,befriedigend,617049.043,6017215.614
1731501-1,2.2,befriedigend,623927.993,6008276.507
1731501-2,2.2,befriedigend,623927.993,6008276.507
1731502-0,2.8,ausreichend,624028.998,6009279.399
1731503-0,2.4,befriedigend,624008.491,6009797.255
1731504-1,2.5,ausreichend,623830.971,6010495.42
1731504-2,2.2,befriedigend,623830.971,6010495.42
1731505-1,2.5,ausreichend,623362.808,6011639.626
1731505-2,2.1,befriedigend,623362.808,6011639.626
1731506-1,2.2,befriedigend,623134.994,6012383.396
1731506-2,2.4,befriedigend,623134.994,6012383.396
1731507-0,2.8,ausreichend,623050.896,6014183.317
1731508-1,2.5,ausreichend,622967.997,6014975.794
1731508-2,2.3,befriedigend,622967.997,6014975.794
1731509-0,2.5,ausreichend,622900.391,6015092.417
1731510-0,2.5,ausreichend,622655.159,6015680.411
1731511-0,2.5,ausreichend,622536.12,6016039.965
1731512-1,2.3,befriedigend,622276.818,6016560.222
1731512-2,2.3,befriedigend,622276.818,6016560.222
1731513-1,2.7,ausreichend,621870.041,6017362.87
1731513-2,2.5,ausreichend,621870.041,6017362.87
1731514-0,2.5,ausreichend,621802.71,6017970.78
1731520-1,2.3,befriedigend,622032.924,6017037.931
1731520-2,2.5,ausreichend,622032.924,6017037.931
1731521-0,2.5,ausreichend,619805.966,6017197.264
1731522-0,2.4,befriedigend,619732.48,6017187.221
1732500-0,2.5,ausreichend,632324.902,6012585.986
1739501-0,2.3,befriedigend,716808.473,6011629.659
1740501-0,2.3,befriedigend,725880.177,6016594.779
1740506-0,1.5,gut,718310.035,6012733.965
1740513-0,2.3,befriedigend,721758.097,6014782.36
1740514-0,2.9,ausreichend,722604.461,6014479.525
1740515-0,2.2,befriedigend,722912.852,6014425.752
1740516-0,2.3,befriedigend,723508.113,6014408.405
1740517-0,1.9,gut,724662.763,6014702.883
1740518-0,1.9,gut,725125.365,6015206.101
1740519-1,2.2,befriedigend,725357.589,6016049.508
1741500-0,2.3,befriedigend,735002.913,6020794.682
1741505-0,1.8,gut,729113.355,6018244.529
1742503-0,3.0,nicht ausreichend,742979.982,6022830.338
1742507-0,2.2,befriedigend,742417.682,6022779.374
1742850-0,2.9,ausreichend,742979.982,6022830.338
1743505-0,2.2,befriedigend,752033.319,6023455.368
1744510-1,2.4,befriedigend,765404.055,6023726.587
1744510-2,2.3,befriedigend,765404.055,6023726.587
1744511-1,2.4,befriedigend,765603.182,6024084.448
1744511-2,2.4,befriedigend,765603.182,6024084.448
1744512-A1,2.4,befriedigend,765816.206,6024425.335
1744512-A2,2.4,befriedigend,765816.206,6024425.335
1744512-B1,2.4,befriedigend,765903.776,6024495.009
1744512-B2,2.4,befriedigend,766004.568,6024531.487
1744512-B3,2.4,befriedigend,766004.568,6024531.487
1744512-B4,2.4,befriedigend,766047.418,6024524.775
1744514-0,1.7,gut,768488.075,6019459.484
1744515-0,1.9,gut,768230.923,6019530.181
1744516-1,2.3,befriedigend,768158.199,6019548.786
1744516-2,2.2,befriedigend,768158.199,6019548.786
1744517-0,2.2,befriedigend,766581.73,6020449.549
1744518-1,2.4,befriedigend,766355.94,6020670.22
1744518-2,2.0,befriedigend,766355.94,6020670.22
1744519-0,1.7,gut,766157.513,6020814.037
1744520-1,1.9,gut,765883.639,6021052.559
1744520-2,2.4,befriedigend,765883.639,6021052.559
1744521-1,1.9,gut,765142.196,6022761.624
1744521-2,1.8,gut,765142.196,6022761.624
1744522-1,2.0,befriedigend,765122.39,6022995.583
1744522-2,2.3,befriedigend,765122.39,6022995.583
1744523-0,2.5,ausreichend,763612.506,6023888.699
1744524-0,2.4,befriedigend,763892.67,6023754.595
1744525-1,2.0,befriedigend,764553.025,6023203.751
1744525-2,1.9,gut,764553.025,6023203.751
1744526-0,2.4,befriedigend,770227.656,6018039.953
1744527-0,1.8,gut,770651.127,6017371.264
1744528-0,1.9,gut,770689.815,6015707.5
1744529-0,2.0,befriedigend,770829.442,6014390.405
1744532-0,2.0,befriedigend,761570.714,6013387.655
1744534-0,2.2,befriedigend,761898.449,6024242.555
1745503-0,1.1,sehr gut,776899.965,6015403.221
1745504-0,1.3,sehr gut,773579.464,6017429.111
1819508-0,1.8,gut,494760.62,6000393.52
1820500-0,2.7,ausreichend,510133.411,6001855.376
1820501-1,2.2,befriedigend,508720.315,6002158.595
1820501-2,2.3,befriedigend,508720.315,6002158.595
1820502-0,2.5,ausreichend,507617.281,6002151.867
1820503-1,2.0,befriedigend,507016.839,6002113.016
1820503-2,2.1,befriedigend,507016.839,6002113.016
1820504-1,1.8,gut,506780.411,6002115.466
1820504-2,1.9,gut,506780.411,6002115.466
1820505-1,2.3,befriedigend,506070.962,6002247.015
1820505-2,2.7,ausreichend,506070.962,6002247.015
1820506-1,2.3,befriedigend,505921.296,6002282.123
1820506-2,2.2,befriedigend,505921.296,6002282.123
1820507-0,1.3,sehr gut,504683.107,6002649.688
1820508-0,2.4,befriedigend,503968.686,6003100.011
1820509-1,2.2,befriedigend,503398.621,6003786.56
1820509-2,2.0,befriedigend,503398.621,6003786.56
1820510-0,2.7,ausreichend,503415.129,6003759.203
1820513-0,2.7,ausreichend,503035.107,6004607.295
1820514-0,2.8,ausreichend,506598.792,6005282.444
1820526-0,1.1,sehr gut,503400.168,6003783.995
1821501-0,2.5,ausreichend,517132.713,5995827.726
1821502-0,2.0,befriedigend,516505.42,5998395.375
1821503-0,1.1,sehr gut,516128.718,5999431.701
1821504-0,1.0,sehr gut,515783.942,6000037.253
1821505-0,2.4,befriedigend,514377.291,6001266.677
1821506-0,2.2,befriedigend,513745.476,6001538.139
1821507-1,2.3,befriedigend,513175.005,6001717.957
1821507-2,1.9,gut,513175.005,6001717.957
1821508-1,2.2,befriedigend,511572.373,6001787.936
1821508-2,2.0,befriedigend,511572.373,6001787.936
1821514-0,2.8,ausreichend,516945.847,5996597.915
1821515-0,2.3,befriedigend,512473.543,5995059.779
1821517-0,2.5,ausreichend,510903.663,6001786.688
1821518-0,2.0,befriedigend,512667.348,6001773.557
1821519-0,2.2,befriedigend,516652.443,5997825.107
1821521-0,2.7,ausreichend,517385.551,5994653.8
1823500-0,1.5,gut,542761.413,5995854.116
1823508-0,2.2,befriedigend,542761.413,5995854.116
1823509-0,1.0,sehr gut,541869.461,5999466.665
1823510-0,2.3,befriedigend,541327.041,6003442.55
1823512-0,2.4,befriedigend,541327.041,6003442.55
1825503-1,2.5,ausreichend,562244.45,5997455.444
1825503-2,2.5,ausreichend,562244.45,5997455.444
1825504-0,2.1,befriedigend,562443.511,5997990.428
1825505-0,2.9,ausreichend,562929.475,6000313.804
1825506-0,2.4,befriedigend,562813.453,6002276.718
1825507-0,2.7,ausreichend,562454.617,6003230.307
1825508-0,2.7,ausreichend,561958.927,6003957.285
1825509-0,2.2,befriedigend,561454.47,6004445.431
1825510-0,2.1,befriedigend,560608.186,6004960.194
1825511-0,1.7,gut,560302.364,6005085.319
1825512-0,2.4,befriedigend,559254.491,6005344.604
1825513-0,2.5,ausreichend,558950.023,6005417.784
1825514-0,1.0,sehr gut,558558.515,6005570.676
1825515-0,2.0,befriedigend,557862.959,6005902.5
1825516-0,2.4,befriedigend,562510.263,6004198.789
1825517-0,2.1,befriedigend,563100.846,6005745.703
1825518-0,2.1,befriedigend,562618.815,6002282.147
1825543-0,2.2,befriedigend,561291.17,5995239.615
1825544-1,2.2,befriedigend,561764.014,5996315.329
1825544-2,2.2,befriedigend,561764.014,5996315.329
1825545-1,2.5,ausreichend,561969.294,5996789.632
1825545-2,2.5,ausreichend,561969.294,5996789.632
1827500-0,1.9,gut,578527.181,6003940.715
1827501-0,2.5,ausreichend,579384.053,5999146.452
1827502-0,2.0,befriedigend,579491.577,5998773.555
1827503-1,2.6,ausreichend,579636.181,5997967.857
1827503-2,2.5,ausreichend,579636.181,5997967.857
1827504-0,2.7,ausreichend,579392.442,5996565.78
1827506-0,2.1,befriedigend,579390.021,5996555.028
1827507-0,2.0,befriedigend,579630.58,5997617.695
1827508-0,2.5,ausreichend,579298.608,5995742.719
1827509-0,1.9,gut,579311.427,5995302.146
1828501-0,2.8,ausreichend,591327.506,6000862.145
1828502-0,2.1,befriedigend,591541.008,6001190.102
1828503-0,2.2,befriedigend,591541.008,6001190.102
1828504-0,2.5,ausreichend,592288.89,6002145.484
1828506-0,2.2,befriedigend,596486.843,6000239.426
1828507-0,2.7,ausreichend,592906.313,6002500.831
1828508-A,2.4,befriedigend,592446.451,6002395.739
1828508-B,2.3,befriedigend,592446.451,6002395.739
1828509-0,1.1,sehr gut,590920.998,6003279.388
1828510-0,1.5,gut,591619.264,6002514.778
1828511-0,2.1,befriedigend,593175.211,6002510.805
1828512-A,2.4,befriedigend,593253.416,6002486.675
1828512-B,2.9,ausreichend,593253.416,6002486.675
1828513-0,2.9,ausreichend,593257.546,6002483.838
1828514-0,2.0,befriedigend,593310.25,6002447.311
1828515-0,2.0,befriedigend,593522.128,6002237.501
1828516-0,2.7,ausreichend,594670.857,6001589.43
1828517-0,2.8,ausreichend,591975.501,6002262.57
1828518-0,2.8,ausreichend,591699.593,6002443.953
1829503-0,2.3,befriedigend,606056.611,5997569.943
1829509-0,2.2,befriedigend,606484.444,5997729.193
1829511-0,2.5,ausreichend,603408.497,5998471.57
1829513-0,2.5,ausreichend,603208.314,5998718.839
1829514-0,2.3,befriedigend,603048.042,5998936.779
1829515-0,2.3,befriedigend,607145.739,5998105.919
1829516-0,2.2,befriedigend,607786.12,5997780.294
1829517-0,1.9,gut,608049.759,5997744.692
1829518-0,2.4,befriedigend,603781.699,5998430.327
1829519-0,2.4,befriedigend,604534.371,5998374.803
1829520-0,2.3,befriedigend,605439.524,5997858.984
1829521-0,2.2,befriedigend,604853.751,5998233.507
1829522-0,2.7,ausreichend,607090.121,5998022.275
1829524-0,2.1,befriedigend,603332.536,5998533.748
1829526-0,2.2,befriedigend,605895.033,5997595.892
1830500-0,2.1,befriedigend,619484.206,5999036.326
1830501-0,2.7,ausreichend,616402.125,5996253.75
1830502-1,2.9,ausreichend,616472.635,5996679.518
1830502-2,2.7,ausreichend,616472.635,5996679.518
1830503-0,2.5,ausreichend,617104.142,5998406.523
1830504-0,2.1,befriedigend,617601.528,5998728.696
1830505-0,2.3,befriedigend,617647.939,5998747.196
1830506-1,2.5,ausreichend,617913.8,5998823.058
1830506-2,2.5,ausreichend,617913.8,5998823.058
1830507-1,2.8,ausreichend,618498.613,5998955.116
1830507-2,2.8,ausreichend,618498.613,5998955.116
1830508-0,2.5,ausreichend,619044.814,5999127.299
1830509-0,1.5,gut,619311.052,5999260.333
1831501-0,2.5,ausreichend,620192.001,6000296.785
1831502-0,2.5,ausreichend,620776.276,6001751.391
1831503-0,2.5,ausreichend,621945.187,6003191.677
1831504-1,2.4,befriedigend,623138.435,6004595.846
1831504-2,2.2,befriedigend,623138.435,6004595.846
1831505-1,2.4,befriedigend,623554.843,6005540.918
1831505-2,2.1,befriedigend,623554.843,6005540.918
1831506-1,2.3,befriedigend,623723.561,6006478.003
1831506-2,2.1,befriedigend,623723.561,6006478.003
1831507-0,2.2,befriedigend,623796.332,6007089.029
1831508-0,2.4,befriedigend,619949.143,5998639.813
1831509-0,2.4,befriedigend,620517.26,5998457.457
1831510-0,2.3,befriedigend,621212.734,5998449.036
1831511-0,2.4,befriedigend,622497.366,5998682.809
1831512-0,1.5,gut,625727.165,6000519.395
1831513-0,1.4,sehr gut,626157.817,6001342.254
1837502-0,1.2,sehr gut,690233.036,5999010.301
1837517-0,2.0,befriedigend,692645.552,5999318.645
1838506-0,3.4,nicht ausreichend,700177.941,6002312.325
1838509-1,2.8,ausreichend,700339.318,5999550.945
1838509-2,2.4,befriedigend,700339.318,5999550.945
1838512-0,1.8,gut,699967.94,6003166.478
1838513-1,2.3,befriedigend,700090.41,6003222.536
1838513-2,2.4,befriedigend,700078.969,6003218.111
1838518-1,2.3,befriedigend,704154.954,6003431.752
1838518-2,1.9,gut,704154.954,6003431.752
1838868-0,2.2,befriedigend,703602.602,6003501.431
1839500-0,1.5,gut,710711.744,6004637.677
1839510-0,2.0,befriedigend,709487.788,6002284.129
1839512-1,2.3,befriedigend,708064.777,6000443.931
1839512-2,2.3,befriedigend,708497.91,6000139.963
1839513-1,2.0,befriedigend,708815.679,5999888.11
1839513-2,1.8,gut,708815.679,5999888.11
1839514-0,1.5,gut,708576.549,6000287.134
1839515-0,1.3,sehr gut,708543.18,6000269.438
1839516-0,1.4,sehr gut,708295.036,5999987.071
1839517-0,1.2,sehr gut,708252.157,6000011.774
1839519-1,2.0,befriedigend,706915.69,6001353.962
1839850-0,2.2,befriedigend,708940.32,6001263.431
1844504-0,2.7,ausreichend,763354.075,6007932.684
1844509-0,1.9,gut,771864.344,6007395.553
1844510-0,1.3,sehr gut,771748.127,6006648.883
1844511-1,1.7,gut,771523.199,6004717.029
1844511-2,2.0,befriedigend,771523.199,6004717.029
1844512-0,1.9,gut,771252.573,6003978.898
1844513-0,2.2,befriedigend,770703.086,6002568.736
1844514-1,1.8,gut,771207.118,6013653.232
1844514-2,1.9,gut,771207.118,6013653.232
1844515-0,2.0,befriedigend,771778.425,6012125.175
1844700-0,2.2,befriedigend,764161.218,6005089.373
1845503-0,2.0,befriedigend,772606.657,6010223.532
1845504-0,1.8,gut,772561.28,6009379.729
1845505-A,2.5,ausreichend,772191.607,6008400.766
1845506-0,1.2,sehr gut,781338.299,6009552.512
1846503-0,2.4,befriedigend,784609.228,6005742.697
1846504-0,2.8,ausreichend,783810.756,6003293.565
1846708-0,1.2,sehr gut,783889.492,6005007.024
1846709-0,2.4,befriedigend,783696.856,6004629.657
1846710-0,2.3,befriedigend,783552.6,6004331.038
1920500-0,2.4,befriedigend,501706.512,5983620.621
1920501-0,1.9,gut,502134.628,5985469.883
1920502-0,2.1,befriedigend,502134.628,5985469.883
1920503-0,2.8,ausreichend,502245.899,5985824.259
1920504-0,2.1,befriedigend,502245.899,5985824.259
1920505-0,2.1,befriedigend,502666.876,5987275.049
1920506-0,1.8,gut,502666.876,5987275.049
1920507-0,1.7,gut,503915.22,5992602.502
1920508-0,2.5,ausreichend,504044.623,5994384.107
1920518-0,1.2,sehr gut,505275.926,5993764.807
1921500-0,3.0,nicht ausreichend,520558.032,5991364.039
1921501-1,2.5,ausreichend,519941.597,5991544.937
1921501-2,2.5,ausreichend,519941.597,5991544.937
1921502-0,2.5,ausreichend,519356.072,5991696.045
1921509-1,2.4,befriedigend,518912.138,5991810.744
1921509-2,2.2,befriedigend,518912.138,5991810.744
1921510-0,2.3,befriedigend,517485.141,5993117.789
1921511-0,2.2,befriedigend,517629.105,5992745.533
1922502-0,2.1,befriedigend,530038.789,5986959.226
1922503-0,2.3,befriedigend,529680.461,5986397.04
1922504-0,2.5,ausreichend,529027.197,5986945.99
1922505-1,2.0,befriedigend,528417.342,5987417.472
1922505-2,1.6,gut,528417.342,5987417.472
1922506-0,2.3,befriedigend,527939.13,5987763.28
1922507-0,2.3,befriedigend,526846.191,5988501.739
1922508-1,1.6,gut,526248.676,5988866.397
1922508-2,2.3,befriedigend,526248.676,5988866.397
1922509-0,2.4,befriedigend,525890.03,5989078.001
1922510-1,2.4,befriedigend,524469.522,5989843.262
1922510-2,2.5,ausreichend,524469.522,5989843.262
1922511-0,2.7,ausreichend,523720.933,5990193.968
1922512-0,1.9,gut,522133.692,5990854.773
1922513-0,1.9,gut,531406.252,5984202.687
1922514-0,2.5,ausreichend,530581.14,5985446.473
1922515-0,2.5,ausreichend,521953.614,5990915.254
1922522-0,2.9,ausreichend,530842.156,5985101.385
1922523-0,2.3,befriedigend,530032.458,5986065.581
1923500-0,2.7,ausreichend,543075.58,5992941.482
1923501-0,1.9,gut,540340.589,5992294.22
1923502-0,2.7,ausreichend,539364.1,5992438.881
1923503-0,2.0,befriedigend,542595.991,5992425.174
1923506-0,2.3,befriedigend,539041.438,5986709.236
1923508-0,2.0,befriedigend,537079.865,5991395.319
1924500-0,2.0,befriedigend,553175.384,5991603.439
1924501-0,2.3,befriedigend,552826.564,5991544.078
1924502-0,2.0,befriedigend,551374.791,5991461.446
1924503-0,2.4,befriedigend,550483.724,5991396.653
1924504-0,2.5,ausreichend,547266.928,5992195.989
1924505-0,2.1,befriedigend,546254.844,5992574.454
1925500-1,2.4,befriedigend,560863.918,5988797.421
1925500-2,1.9,gut,560863.918,5988797.421
1925501-0,2.2,befriedigend,560920.034,5988901.824
1925502-0,2.7,ausreichend,565176.318,5992325.124
1925505-0,2.5,ausreichend,561082.312,5991570.232
1925506-0,2.2,befriedigend,558845.416,5991525.739
1925507-0,2.9,ausreichend,554969.714,5991641.885
1925511-0,2.1,befriedigend,557764.505,5991547.901
1925513-0,2.3,befriedigend,564400.966,5993997.83
1925514-0,2.7,ausreichend,561223.633,5984187.666
1925515-0,2.3,befriedigend,561139.312,5984622.642
1925516-0,2.7,ausreichend,561048.532,5985954.822
1925517-0,2.2,befriedigend,561054.67,5987508.325
1925518-1,2.4,befriedigend,560851.473,5988849.669
1925518-2,2.5,ausreichend,560851.473,5988849.669
1925519-1,2.6,ausreichend,560714.219,5989356.594
1925519-2,2.5,ausreichend,560714.219,5989356.594
1925520-1,2.2,befriedigend,560596.065,5989773.858
1925520-2,2.0,befriedigend,560596.065,5989773.858
1925521-0,2.3,befriedigend,560524.442,5990042.974
1925522-0,2.5,ausreichend,560382.32,5990917.333
1925526-1,2.6,ausreichend,560383.828,5991694.331
1925526-2,2.8,ausreichend,560383.828,5991694.331
1925527-1,2.3,befriedigend,560489.677,5992679.079
1925527-2,2.4,befriedigend,560489.677,5992679.079
